t,z,thrust,z_ref
3.232,0.52855,19.597,0.55
3.236,0.52858,19.597,0.55
3.24,0.5286,19.597,0.55
3.244,0.52862,19.597,0.55
3.248,0.52865,19.597,0.55
3.252,0.52867,19.597,0.55
3.256,0.52869,19.597,0.55
3.26,0.52872,19.597,0.55
3.264,0.52874,19.597,0.55
3.268,0.52877,19.597,0.55
3.272,0.52879,19.597,0.55
3.276,0.52881,19.597,0.55
3.28,0.52884,19.597,0.55
3.284,0.52886,19.597,0.55
3.288,0.52888,19.597,0.55
3.292,0.52891,19.597,0.55
3.296,0.52893,19.597,0.55
3.3,0.52896,19.597,0.55
3.304,0.52898,19.597,0.55
3.308,0.529,19.597,0.55
3.312,0.52903,19.597,0.55
3.316,0.52905,19.597,0.55
3.32,0.52907,19.597,0.55
3.324,0.5291,19.597,0.55
3.328,0.52912,19.597,0.55
3.332,0.52914,19.597,0.55
3.336,0.52917,19.597,0.55
3.34,0.52919,19.597,0.55
3.344,0.52921,19.597,0.55
3.348,0.52924,19.597,0.55
3.352,0.52926,19.597,0.55
3.356,0.52928,19.597,0.55
3.36,0.5293,19.597,0.55
3.364,0.52933,19.597,0.55
3.368,0.52935,19.597,0.55
3.372,0.52937,19.597,0.55
3.376,0.5294,19.597,0.55
3.38,0.52942,19.597,0.55
3.384,0.52944,19.597,0.55
3.388,0.52947,19.597,0.55
3.392,0.52949,19.597,0.55
3.396,0.52951,19.597,0.55
3.4,0.52954,19.597,0.55
3.404,0.52956,19.597,0.55
3.408,0.52958,19.597,0.55
3.412,0.5296,19.597,0.55
3.416,0.52963,19.597,0.55
3.42,0.52965,19.597,0.55
3.424,0.52967,19.597,0.55
3.428,0.52969,19.597,0.55
3.432,0.52972,19.597,0.55
3.436,0.52974,19.597,0.55
3.44,0.52976,19.597,0.55
3.444,0.52979,19.597,0.55
3.448,0.52981,19.597,0.55
3.452,0.52983,19.597,0.55
3.456,0.52985,19.597,0.55
3.46,0.52988,19.597,0.55
3.464,0.5299,19.597,0.55
3.468,0.52992,19.597,0.55
3.472,0.52994,19.597,0.55
3.476,0.52997,19.597,0.55
3.48,0.52999,19.597,0.55
3.484,0.53001,19.597,0.55
3.488,0.53003,19.597,0.55
3.492,0.53005,19.597,0.55
3.496,0.53008,19.597,0.55
3.5,0.5301,19.597,0.55
3.504,0.53012,19.597,0.55
3.508,0.53014,19.597,0.55
3.512,0.53017,19.597,0.55
3.516,0.53019,19.597,0.55
3.52,0.53021,19.597,0.55
3.524,0.53023,19.597,0.55
3.528,0.53025,19.597,0.55
3.532,0.53028,19.597,0.55
3.536,0.5303,19.597,0.55
3.54,0.53032,19.597,0.55
3.544,0.53034,19.597,0.55
3.548,0.53036,19.597,0.55
3.552,0.53039,19.597,0.55
3.556,0.53041,19.597,0.55
3.56,0.53043,19.597,0.55
3.564,0.53045,19.597,0.55
3.568,0.53047,19.597,0.55
3.572,0.5305,19.597,0.55
3.576,0.53052,19.597,0.55
3.58,0.53054,19.597,0.55
3.584,0.53056,19.597,0.55
3.588,0.53058,19.597,0.55
3.592,0.5306,19.597,0.55
3.596,0.53063,19.597,0.55
3.6,0.53065,19.597,0.55
3.604,0.53067,19.597,0.55
3.608,0.53069,19.597,0.55
3.612,0.53071,19.597,0.55
3.616,0.53073,19.597,0.55
3.62,0.53076,19.597,0.55
3.624,0.53078,19.597,0.55
3.628,0.5308,19.597,0.55
3.632,0.53082,19.597,0.55
3.636,0.53084,19.597,0.55
3.64,0.53086,19.597,0.55
3.644,0.53088,19.597,0.55
3.648,0.53091,19.597,0.55
3.652,0.53093,19.597,0.55
3.656,0.53095,19.597,0.55
3.66,0.53097,19.597,0.55
3.664,0.53099,19.597,0.55
3.668,0.53101,19.597,0.55
3.672,0.53103,19.597,0.55
3.676,0.53105,19.597,0.55
3.68,0.53108,19.597,0.55
3.684,0.5311,19.597,0.55
3.688,0.53112,19.597,0.55
3.692,0.53114,19.597,0.55
3.696,0.53116,19.597,0.55
3.7,0.53118,19.597,0.55
3.704,0.5312,19.597,0.55
3.708,0.53122,19.597,0.55
3.712,0.53124,19.597,0.55
3.716,0.53126,19.597,0.55
3.72,0.53129,19.597,0.55
3.724,0.53131,19.597,0.55
3.728,0.53133,19.597,0.55
3.732,0.53135,19.597,0.55
3.736,0.53137,19.597,0.55
3.74,0.53139,19.597,0.55
3.744,0.53141,19.597,0.55
3.748,0.53143,19.597,0.55
3.752,0.53145,19.597,0.55
3.756,0.53147,19.597,0.55
3.76,0.53149,19.597,0.55
3.764,0.53151,19.597,0.55
3.768,0.53154,19.597,0.55
3.772,0.53156,19.597,0.55
3.776,0.53158,19.597,0.55
3.78,0.5316,19.597,0.55
3.784,0.53162,19.597,0.55
3.788,0.53164,19.597,0.55
3.792,0.53166,19.597,0.55
3.796,0.53168,19.597,0.55
3.8,0.5317,19.597,0.55
3.804,0.53172,19.597,0.55
3.808,0.53174,19.597,0.55
3.812,0.53176,19.597,0.55
3.816,0.53178,19.597,0.55
3.82,0.5318,19.597,0.55
3.824,0.53182,19.597,0.55
3.828,0.53184,19.597,0.55
3.832,0.53186,19.597,0.55
3.836,0.53188,19.597,0.55
3.84,0.5319,19.597,0.55
3.844,0.53192,19.597,0.55
3.848,0.53194,19.597,0.55
3.852,0.53196,19.597,0.55
3.856,0.53198,19.597,0.55
3.86,0.532,19.597,0.55
3.864,0.53202,19.597,0.55
3.868,0.53204,19.597,0.55
3.872,0.53206,19.597,0.55
3.876,0.53208,19.597,0.55
3.88,0.5321,19.597,0.55
3.884,0.53212,19.597,0.55
3.888,0.53214,19.597,0.55
3.892,0.53216,19.597,0.55
3.896,0.53218,19.597,0.55
3.9,0.5322,19.597,0.55
3.904,0.53222,19.597,0.55
3.908,0.53224,19.597,0.55
3.912,0.53226,19.597,0.55
3.916,0.53228,19.597,0.55
3.92,0.5323,19.597,0.55
3.924,0.53232,19.597,0.55
3.928,0.53234,19.597,0.55
3.932,0.53236,19.597,0.55
3.936,0.53238,19.597,0.55
3.94,0.5324,19.597,0.55
3.944,0.53242,19.597,0.55
3.948,0.53244,19.597,0.55
3.952,0.53246,19.597,0.55
3.956,0.53248,19.597,0.55
3.96,0.5325,19.597,0.55
3.964,0.53252,19.597,0.55
3.968,0.53254,19.597,0.55
3.972,0.53256,19.597,0.55
3.976,0.53258,19.597,0.55
3.98,0.5326,19.597,0.55
3.984,0.53262,19.597,0.55
3.988,0.53264,19.597,0.55
3.992,0.53266,19.597,0.55
3.996,0.53268,19.597,0.55
4,0.53269,19.597,0.55
4.004,0.53271,19.597,0.55
4.008,0.53273,19.597,0.55
4.012,0.53275,19.597,0.55
4.016,0.53277,19.597,0.55
4.02,0.53279,19.597,0.55
4.024,0.53281,19.597,0.55
4.028,0.53283,19.597,0.55
4.032,0.53285,19.597,0.55
4.036,0.53287,19.597,0.55
4.04,0.53289,19.597,0.55
4.044,0.53291,19.597,0.55
4.048,0.53293,19.597,0.55
4.052,0.53294,19.597,0.55
4.056,0.53296,19.597,0.55
4.06,0.53298,19.597,0.55
4.064,0.533,19.597,0.55
4.068,0.53302,19.597,0.55
4.072,0.53304,19.597,0.55
4.076,0.53306,19.597,0.55
4.08,0.53308,19.597,0.55
4.084,0.5331,19.597,0.55
4.088,0.53311,19.597,0.55
4.092,0.53313,19.597,0.55
4.096,0.53315,19.597,0.55
4.1,0.53317,19.597,0.55
4.104,0.53319,19.597,0.55
4.108,0.53321,19.597,0.55
4.112,0.53323,19.597,0.55
4.116,0.53325,19.597,0.55
4.12,0.53327,19.597,0.55
4.124,0.53328,19.597,0.55
4.128,0.5333,19.597,0.55
4.132,0.53332,19.597,0.55
4.136,0.53334,19.597,0.55
4.14,0.53336,19.597,0.55
4.144,0.53338,19.597,0.55
4.148,0.5334,19.597,0.55
4.152,0.53341,19.597,0.55
4.156,0.53343,19.597,0.55
4.16,0.53345,19.597,0.55
4.164,0.53347,19.597,0.55
4.168,0.53349,19.597,0.55
4.172,0.53351,19.597,0.55
4.176,0.53353,19.597,0.55
4.18,0.53354,19.597,0.55
4.184,0.53356,19.597,0.55
4.188,0.53358,19.597,0.55
4.192,0.5336,19.597,0.55
4.196,0.53362,19.597,0.55
4.2,0.53364,19.597,0.55
4.204,0.53365,19.597,0.55
4.208,0.53367,19.597,0.55
4.212,0.53369,19.597,0.55
4.216,0.53371,19.597,0.55
4.22,0.53373,19.597,0.55
4.224,0.53374,19.597,0.55
4.228,0.53376,19.597,0.55
4.232,0.53378,19.597,0.55
4.236,0.5338,19.597,0.55
4.24,0.53382,19.597,0.55
4.244,0.53384,19.597,0.55
4.248,0.53385,19.597,0.55
4.252,0.53387,19.597,0.55
4.256,0.53389,19.597,0.55
4.26,0.53391,19.597,0.55
4.264,0.53393,19.597,0.55
4.268,0.53394,19.597,0.55
4.272,0.53396,19.597,0.55
4.276,0.53398,19.597,0.55
4.28,0.534,19.598,0.55
4.284,0.53401,19.598,0.55
4.288,0.53403,19.598,0.55
4.292,0.53405,19.598,0.55
4.296,0.53407,19.598,0.55
4.3,0.53409,19.598,0.55
4.304,0.5341,19.598,0.55
4.308,0.53412,19.598,0.55
4.312,0.53414,19.598,0.55
4.316,0.53416,19.598,0.55
4.32,0.53417,19.598,0.55
4.324,0.53419,19.598,0.55
4.328,0.53421,19.598,0.55
4.332,0.53423,19.598,0.55
4.336,0.53425,19.598,0.55
4.34,0.53426,19.598,0.55
4.344,0.53428,19.598,0.55
4.348,0.5343,19.598,0.55
4.352,0.53432,19.598,0.55
4.356,0.53433,19.598,0.55
4.36,0.53435,19.598,0.55
4.364,0.53437,19.598,0.55
4.368,0.53439,19.598,0.55
4.372,0.5344,19.598,0.55
4.376,0.53442,19.598,0.55
4.38,0.53444,19.598,0.55
4.384,0.53446,19.598,0.55
4.388,0.53447,19.598,0.55
4.392,0.53449,19.598,0.55
4.396,0.53451,19.598,0.55
4.4,0.53452,19.598,0.55
4.404,0.53454,19.598,0.55
4.408,0.53456,19.598,0.55
4.412,0.53458,19.598,0.55
4.416,0.53459,19.598,0.55
4.42,0.53461,19.598,0.55
4.424,0.53463,19.598,0.55
4.428,0.53465,19.598,0.55
4.432,0.53466,19.598,0.55
4.436,0.53468,19.598,0.55
4.44,0.5347,19.598,0.55
4.444,0.53471,19.598,0.55
4.448,0.53473,19.598,0.55
4.452,0.53475,19.598,0.55
4.456,0.53477,19.598,0.55
4.46,0.53478,19.598,0.55
4.464,0.5348,19.598,0.55
4.468,0.53482,19.598,0.55
4.472,0.53483,19.598,0.55
4.476,0.53485,19.598,0.55
4.48,0.53487,19.598,0.55
4.484,0.53488,19.598,0.55
4.488,0.5349,19.598,0.55
4.492,0.53492,19.598,0.55
4.496,0.53493,19.598,0.55
4.5,0.53495,19.598,0.55
4.504,0.53497,19.598,0.55
4.508,0.53498,19.598,0.55
4.512,0.535,19.598,0.55
4.516,0.53502,19.598,0.55
4.52,0.53504,19.598,0.55
4.524,0.53505,19.598,0.55
4.528,0.53507,19.598,0.55
4.532,0.53509,19.598,0.55
4.536,0.5351,19.598,0.55
4.54,0.53512,19.598,0.55
4.544,0.53514,19.598,0.55
4.548,0.53515,19.598,0.55
4.552,0.53517,19.598,0.55
4.556,0.53519,19.598,0.55
4.56,0.5352,19.598,0.55
4.564,0.53522,19.598,0.55
4.568,0.53523,19.598,0.55
4.572,0.53525,19.598,0.55
4.576,0.53527,19.598,0.55
4.58,0.53528,19.598,0.55
4.584,0.5353,19.598,0.55
4.588,0.53532,19.598,0.55
4.592,0.53533,19.598,0.55
4.596,0.53535,19.598,0.55
4.6,0.53537,19.598,0.55
4.604,0.53538,19.598,0.55
4.608,0.5354,19.598,0.55
4.612,0.53542,19.598,0.55
4.616,0.53543,19.598,0.55
4.62,0.53545,19.598,0.55
4.624,0.53546,19.598,0.55
4.628,0.53548,19.598,0.55
4.632,0.5355,19.598,0.55
4.636,0.53551,19.598,0.55
4.64,0.53553,19.598,0.55
4.644,0.53554,19.598,0.55
4.648,0.53556,19.598,0.55
4.652,0.53558,19.598,0.55
4.656,0.53559,19.598,0.55
4.66,0.53561,19.598,0.55
4.664,0.53563,19.598,0.55
4.668,0.53564,19.598,0.55
4.672,0.53566,19.598,0.55
4.676,0.53567,19.598,0.55
4.68,0.53569,19.598,0.55
4.684,0.53571,19.598,0.55
4.688,0.53572,19.598,0.55
4.692,0.53574,19.598,0.55
4.696,0.53575,19.598,0.55
4.7,0.53577,19.598,0.55
4.704,0.53579,19.598,0.55
4.708,0.5358,19.598,0.55
4.712,0.53582,19.598,0.55
4.716,0.53583,19.598,0.55
4.72,0.53585,19.598,0.55
4.724,0.53586,19.598,0.55
4.728,0.53588,19.598,0.55
4.732,0.5359,19.598,0.55
4.736,0.53591,19.598,0.55
4.74,0.53593,19.598,0.55
4.744,0.53594,19.598,0.55
4.748,0.53596,19.598,0.55
4.752,0.53597,19.598,0.55
4.756,0.53599,19.598,0.55
4.76,0.53601,19.598,0.55
4.764,0.53602,19.598,0.55
4.768,0.53604,19.598,0.55
4.772,0.53605,19.598,0.55
4.776,0.53607,19.598,0.55
4.78,0.53608,19.598,0.55
4.784,0.5361,19.598,0.55
4.788,0.53612,19.598,0.55
4.792,0.53613,19.598,0.55
4.796,0.53615,19.598,0.55
4.8,0.53616,19.598,0.55
4.804,0.53618,19.598,0.55
4.808,0.53619,19.598,0.55
4.812,0.53621,19.598,0.55
4.816,0.53622,19.598,0.55
4.82,0.53624,19.598,0.55
4.824,0.53625,19.598,0.55
4.828,0.53627,19.598,0.55
4.832,0.53628,19.598,0.55
4.836,0.5363,19.598,0.55
4.84,0.53632,19.598,0.55
4.844,0.53633,19.598,0.55
4.848,0.53635,19.598,0.55
4.852,0.53636,19.598,0.55
4.856,0.53638,19.598,0.55
4.86,0.53639,19.598,0.55
4.864,0.53641,19.598,0.55
4.868,0.53642,19.598,0.55
4.872,0.53644,19.598,0.55
4.876,0.53645,19.598,0.55
4.88,0.53647,19.598,0.55
4.884,0.53648,19.598,0.55
4.888,0.5365,19.598,0.55
4.892,0.53651,19.598,0.55
4.896,0.53653,19.598,0.55
4.9,0.53654,19.598,0.55
4.904,0.53656,19.598,0.55
4.908,0.53657,19.598,0.55
4.912,0.53659,19.598,0.55
4.916,0.5366,19.598,0.55
4.92,0.53662,19.598,0.55
4.924,0.53663,19.598,0.55
4.928,0.53665,19.598,0.55
4.932,0.53666,19.598,0.55
4.936,0.53668,19.598,0.55
4.94,0.53669,19.598,0.55
4.944,0.53671,19.598,0.55
4.948,0.53672,19.598,0.55
4.952,0.53674,19.598,0.55
4.956,0.53675,19.598,0.55
4.96,0.53677,19.598,0.55
4.964,0.53678,19.598,0.55
4.968,0.5368,19.598,0.55
4.972,0.53681,19.598,0.55
4.976,0.53683,19.598,0.55
4.98,0.53684,19.598,0.55
4.984,0.53686,19.598,0.55
4.988,0.53687,19.598,0.55
4.992,0.53688,19.598,0.55
4.996,0.5369,19.598,0.55
5,0.53691,19.598,0.55
5.004,0.53693,19.598,0.55
5.008,0.53694,19.598,0.55
5.012,0.53696,19.598,0.55
5.016,0.53697,19.598,0.55
5.02,0.53699,19.598,0.55
5.024,0.537,19.598,0.55
5.028,0.53702,19.598,0.55
5.032,0.53703,19.598,0.55
5.036,0.53704,19.598,0.55
5.04,0.53706,19.598,0.55
5.044,0.53707,19.598,0.55
5.048,0.53709,19.598,0.55
5.052,0.5371,19.598,0.55
5.056,0.53712,19.598,0.55
5.06,0.53713,19.598,0.55
5.064,0.53715,19.598,0.55
5.068,0.53716,19.598,0.55
5.072,0.53717,19.598,0.55
5.076,0.53719,19.598,0.55
5.08,0.5372,19.598,0.55
5.084,0.53722,19.598,0.55
5.088,0.53723,19.598,0.55
5.092,0.53725,19.598,0.55
5.096,0.53726,19.598,0.55
5.1,0.53727,19.598,0.55
5.104,0.53729,19.598,0.55
5.108,0.5373,19.598,0.55
5.112,0.53732,19.598,0.55
5.116,0.53733,19.598,0.55
5.12,0.53735,19.598,0.55
5.124,0.53736,19.598,0.55
5.128,0.53737,19.598,0.55
5.132,0.53739,19.598,0.55
5.136,0.5374,19.598,0.55
5.14,0.53742,19.598,0.55
5.144,0.53743,19.598,0.55
5.148,0.53744,19.598,0.55
5.152,0.53746,19.598,0.55
5.156,0.53747,19.598,0.55
5.16,0.53749,19.598,0.55
5.164,0.5375,19.598,0.55
5.168,0.53751,19.598,0.55
5.172,0.53753,19.598,0.55
5.176,0.53754,19.598,0.55
5.18,0.53756,19.598,0.55
5.184,0.53757,19.598,0.55
5.188,0.53758,19.598,0.55
5.192,0.5376,19.598,0.55
5.196,0.53761,19.598,0.55
5.2,0.53763,19.598,0.55
5.204,0.53764,19.598,0.55
5.208,0.53765,19.598,0.55
5.212,0.53767,19.598,0.55
5.216,0.53768,19.598,0.55
5.22,0.53769,19.598,0.55
5.224,0.53771,19.598,0.55
5.228,0.53772,19.598,0.55
5.232,0.53774,19.598,0.55
5.236,0.53775,19.598,0.55
5.24,0.53776,19.598,0.55
5.244,0.53778,19.598,0.55
5.248,0.53779,19.598,0.55
5.252,0.5378,19.598,0.55
5.256,0.53782,19.598,0.55
5.26,0.53783,19.598,0.55
5.264,0.53784,19.598,0.55
5.268,0.53786,19.598,0.55
5.272,0.53787,19.598,0.55
5.276,0.53789,19.598,0.55
5.28,0.5379,19.598,0.55
5.284,0.53791,19.598,0.55
5.288,0.53793,19.598,0.55
5.292,0.53794,19.598,0.55
5.296,0.53795,19.598,0.55
5.3,0.53797,19.598,0.55
5.304,0.53798,19.598,0.55
5.308,0.53799,19.598,0.55
5.312,0.53801,19.598,0.55
5.316,0.53802,19.598,0.55
5.32,0.53803,19.598,0.55
5.324,0.53805,19.598,0.55
5.328,0.53806,19.598,0.55
5.332,0.53807,19.598,0.55
5.336,0.53809,19.598,0.55
5.34,0.5381,19.598,0.55
5.344,0.53811,19.598,0.55
5.348,0.53813,19.598,0.55
5.352,0.53814,19.598,0.55
5.356,0.53815,19.598,0.55
5.36,0.53817,19.598,0.55
5.364,0.53818,19.598,0.55
5.368,0.53819,19.598,0.55
5.372,0.53821,19.598,0.55
5.376,0.53822,19.598,0.55
5.38,0.53823,19.598,0.55
5.384,0.53825,19.598,0.55
5.388,0.53826,19.598,0.55
5.392,0.53827,19.598,0.55
5.396,0.53828,19.598,0.55
5.4,0.5383,19.598,0.55
5.404,0.53831,19.598,0.55
5.408,0.53832,19.598,0.55
5.412,0.53834,19.598,0.55
5.416,0.53835,19.598,0.55
5.42,0.53836,19.598,0.55
5.424,0.53838,19.598,0.55
5.428,0.53839,19.598,0.55
5.432,0.5384,19.598,0.55
5.436,0.53842,19.598,0.55
5.44,0.53843,19.598,0.55
5.444,0.53844,19.598,0.55
5.448,0.53845,19.598,0.55
5.452,0.53847,19.598,0.55
5.456,0.53848,19.598,0.55
5.46,0.53849,19.598,0.55
5.464,0.53851,19.598,0.55
5.468,0.53852,19.598,0.55
5.472,0.53853,19.598,0.55
5.476,0.53854,19.598,0.55
5.48,0.53856,19.598,0.55
5.484,0.53857,19.598,0.55
5.488,0.53858,19.598,0.55
5.492,0.5386,19.598,0.55
5.496,0.53861,19.598,0.55
5.5,0.53862,19.598,0.55
5.504,0.53863,19.598,0.55
5.508,0.53865,19.598,0.55
5.512,0.53866,19.598,0.55
5.516,0.53867,19.598,0.55
5.52,0.53868,19.598,0.55
5.524,0.5387,19.598,0.55
5.528,0.53871,19.598,0.55
5.532,0.53872,19.598,0.55
5.536,0.53873,19.598,0.55
5.54,0.53875,19.598,0.55
5.544,0.53876,19.598,0.55
5.548,0.53877,19.598,0.55
5.552,0.53878,19.598,0.55
5.556,0.5388,19.598,0.55
5.56,0.53881,19.598,0.55
5.564,0.53882,19.598,0.55
5.568,0.53883,19.598,0.55
5.572,0.53885,19.598,0.55
5.576,0.53886,19.598,0.55
5.58,0.53887,19.598,0.55
5.584,0.53888,19.598,0.55
5.588,0.5389,19.598,0.55
5.592,0.53891,19.598,0.55
5.596,0.53892,19.598,0.55
5.6,0.53893,19.598,0.55
5.604,0.53895,19.598,0.55
5.608,0.53896,19.598,0.55
5.612,0.53897,19.598,0.55
5.616,0.53898,19.598,0.55
5.62,0.539,19.598,0.55
5.624,0.53901,19.598,0.55
5.628,0.53902,19.598,0.55
5.632,0.53903,19.598,0.55
5.636,0.53904,19.598,0.55
5.64,0.53906,19.598,0.55
5.644,0.53907,19.598,0.55
5.648,0.53908,19.598,0.55
5.652,0.53909,19.598,0.55
5.656,0.53911,19.598,0.55
5.66,0.53912,19.598,0.55
5.664,0.53913,19.598,0.55
5.668,0.53914,19.598,0.55
5.672,0.53915,19.598,0.55
5.676,0.53917,19.598,0.55
5.68,0.53918,19.598,0.55
5.684,0.53919,19.598,0.55
5.688,0.5392,19.598,0.55
5.692,0.53922,19.598,0.55
5.696,0.53923,19.598,0.55
5.7,0.53924,19.598,0.55
5.704,0.53925,19.598,0.55
5.708,0.53926,19.598,0.55
5.712,0.53928,19.598,0.55
5.716,0.53929,19.598,0.55
5.72,0.5393,19.598,0.55
5.724,0.53931,19.598,0.55
5.728,0.53932,19.598,0.55
5.732,0.53934,19.598,0.55
5.736,0.53935,19.598,0.55
5.74,0.53936,19.598,0.55
5.744,0.53937,19.598,0.55
5.748,0.53938,19.598,0.55
5.752,0.53939,19.598,0.55
5.756,0.53941,19.598,0.55
5.76,0.53942,19.598,0.55
5.764,0.53943,19.598,0.55
5.768,0.53944,19.598,0.55
5.772,0.53945,19.598,0.55
5.776,0.53947,19.598,0.55
5.78,0.53948,19.598,0.55
5.784,0.53949,19.598,0.55
5.788,0.5395,19.598,0.55
5.792,0.53951,19.598,0.55
5.796,0.53952,19.598,0.55
5.8,0.53954,19.598,0.55
5.804,0.53955,19.598,0.55
5.808,0.53956,19.598,0.55
5.812,0.53957,19.598,0.55
5.816,0.53958,19.598,0.55
5.82,0.53959,19.598,0.55
5.824,0.53961,19.598,0.55
5.828,0.53962,19.598,0.55
5.832,0.53963,19.598,0.55
5.836,0.53964,19.598,0.55
5.84,0.53965,19.598,0.55
5.844,0.53966,19.598,0.55
5.848,0.53968,19.598,0.55
5.852,0.53969,19.598,0.55
5.856,0.5397,19.598,0.55
5.86,0.53971,19.598,0.55
5.864,0.53972,19.598,0.55
5.868,0.53973,19.598,0.55
5.872,0.53974,19.598,0.55
5.876,0.53976,19.598,0.55
5.88,0.53977,19.598,0.55
5.884,0.53978,19.598,0.55
5.888,0.53979,19.598,0.55
5.892,0.5398,19.598,0.55
5.896,0.53981,19.598,0.55
5.9,0.53982,19.598,0.55
5.904,0.53984,19.598,0.55
5.908,0.53985,19.598,0.55
5.912,0.53986,19.598,0.55
5.916,0.53987,19.598,0.55
5.92,0.53988,19.598,0.55
5.924,0.53989,19.598,0.55
5.928,0.5399,19.598,0.55
5.932,0.53991,19.598,0.55
5.936,0.53993,19.598,0.55
5.94,0.53994,19.598,0.55
5.944,0.53995,19.598,0.55
5.948,0.53996,19.598,0.55
5.952,0.53997,19.598,0.55
5.956,0.53998,19.598,0.55
5.96,0.53999,19.598,0.55
5.964,0.54,19.598,0.55
5.968,0.54002,19.598,0.55
5.972,0.54003,19.598,0.55
5.976,0.54004,19.598,0.55
5.98,0.54005,19.598,0.55
5.984,0.54006,19.598,0.55
5.988,0.54007,19.598,0.55
5.992,0.54008,19.598,0.55
5.996,0.54009,19.598,0.55
6,0.5401,19.598,0.55
6.004,0.54012,19.598,0.55
6.008,0.54013,19.598,0.55
6.012,0.54014,19.598,0.55
6.016,0.54015,19.598,0.55
6.02,0.54016,19.598,0.55
6.024,0.54017,19.598,0.55
6.028,0.54018,19.598,0.55
6.032,0.54019,19.598,0.55
6.036,0.5402,19.598,0.55
6.04,0.54021,19.598,0.55
6.044,0.54023,19.598,0.55
6.048,0.54024,19.598,0.55
6.052,0.54025,19.598,0.55
6.056,0.54026,19.598,0.55
6.06,0.54027,19.598,0.55
6.064,0.54028,19.598,0.55
6.068,0.54029,19.598,0.55
6.072,0.5403,19.598,0.55
6.076,0.54031,19.598,0.55
6.08,0.54032,19.598,0.55
6.084,0.54033,19.598,0.55
6.088,0.54035,19.598,0.55
6.092,0.54036,19.598,0.55
6.096,0.54037,19.598,0.55
6.1,0.54038,19.598,0.55
6.104,0.54039,19.598,0.55
6.108,0.5404,19.599,0.55
6.112,0.54041,19.599,0.55
6.116,0.54042,19.599,0.55
6.12,0.54043,19.599,0.55
6.124,0.54044,19.599,0.55
6.128,0.54045,19.599,0.55
6.132,0.54046,19.599,0.55
6.136,0.54047,19.599,0.55
6.14,0.54048,19.599,0.55
6.144,0.54049,19.599,0.55
6.148,0.54051,19.599,0.55
6.152,0.54052,19.599,0.55
6.156,0.54053,19.599,0.55
6.16,0.54054,19.599,0.55
6.164,0.54055,19.599,0.55
6.168,0.54056,19.599,0.55
6.172,0.54057,19.599,0.55
6.176,0.54058,19.599,0.55
6.18,0.54059,19.599,0.55
6.184,0.5406,19.599,0.55
6.188,0.54061,19.599,0.55
6.192,0.54062,19.599,0.55
6.196,0.54063,19.599,0.55
6.2,0.54064,19.599,0.55
6.204,0.54065,19.599,0.55
6.208,0.54066,19.599,0.55
6.212,0.54067,19.599,0.55
6.216,0.54068,19.599,0.55
6.22,0.54069,19.599,0.55
6.224,0.54071,19.599,0.55
6.228,0.54072,19.599,0.55
6.232,0.54073,19.599,0.55
6.236,0.54074,19.599,0.55
6.24,0.54075,19.599,0.55
6.244,0.54076,19.599,0.55
6.248,0.54077,19.599,0.55
6.252,0.54078,19.599,0.55
6.256,0.54079,19.599,0.55
6.26,0.5408,19.599,0.55
6.264,0.54081,19.599,0.55
6.268,0.54082,19.599,0.55
6.272,0.54083,19.599,0.55
6.276,0.54084,19.599,0.55
6.28,0.54085,19.599,0.55
6.284,0.54086,19.599,0.55
6.288,0.54087,19.599,0.55
6.292,0.54088,19.599,0.55
6.296,0.54089,19.599,0.55
6.3,0.5409,19.599,0.55
6.304,0.54091,19.599,0.55
6.308,0.54092,19.599,0.55
6.312,0.54093,19.599,0.55
6.316,0.54094,19.599,0.55
6.32,0.54095,19.599,0.55
6.324,0.54096,19.599,0.55
6.328,0.54097,19.599,0.55
6.332,0.54098,19.599,0.55
6.336,0.54099,19.599,0.55
6.34,0.541,19.599,0.55
6.344,0.54101,19.599,0.55
6.348,0.54102,19.599,0.55
6.352,0.54103,19.599,0.55
6.356,0.54104,19.599,0.55
6.36,0.54105,19.599,0.55
6.364,0.54106,19.599,0.55
6.368,0.54107,19.599,0.55
6.372,0.54108,19.599,0.55
6.376,0.54109,19.599,0.55
6.38,0.5411,19.599,0.55
6.384,0.54111,19.599,0.55
6.388,0.54112,19.599,0.55
6.392,0.54113,19.599,0.55
6.396,0.54114,19.599,0.55
6.4,0.54115,19.599,0.55
6.404,0.54116,19.599,0.55
6.408,0.54117,19.599,0.55
6.412,0.54118,19.599,0.55
6.416,0.54119,19.599,0.55
6.42,0.5412,19.599,0.55
6.424,0.54121,19.599,0.55
6.428,0.54122,19.599,0.55
6.432,0.54123,19.599,0.55
6.436,0.54124,19.599,0.55
6.44,0.54125,19.599,0.55
6.444,0.54126,19.599,0.55
6.448,0.54127,19.599,0.55
6.452,0.54128,19.599,0.55
6.456,0.54129,19.599,0.55
6.46,0.5413,19.599,0.55
6.464,0.54131,19.599,0.55
6.468,0.54132,19.599,0.55
6.472,0.54133,19.599,0.55
6.476,0.54134,19.599,0.55
6.48,0.54135,19.599,0.55
6.484,0.54136,19.599,0.55
6.488,0.54137,19.599,0.55
6.492,0.54138,19.599,0.55
6.496,0.54139,19.599,0.55
6.5,0.5414,19.599,0.55
6.504,0.5414,19.599,0.55
6.508,0.54141,19.599,0.55
6.512,0.54142,19.599,0.55
6.516,0.54143,19.599,0.55
6.52,0.54144,19.599,0.55
